dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.939810,2.738553,0.444803,0.149892,-0.090841,-0.099178,0.380546
0.020000,4.942572,2.739670,0.447782,0.148036,-0.092825,-0.099178,0.387553
0.020000,4.945292,2.740791,0.450724,0.146140,-0.094808,-0.099178,0.394498
0.020000,4.947968,2.741916,0.453628,0.144204,-0.096792,-0.099178,0.401376
0.020000,4.950601,2.743044,0.456492,0.142228,-0.098776,-0.099178,0.408183
0.020000,4.953190,2.744174,0.459317,0.140245,-0.099178,-0.020147,0.414915
0.020000,4.955735,2.745305,0.462102,0.138261,-0.099178,-0.000000,0.421570
0.020000,4.958236,2.746437,0.464847,0.136277,-0.099178,0.000000,0.428146
0.020000,4.960694,2.747568,0.467553,0.134294,-0.099178,0.000000,0.434640
0.020000,4.963109,2.748698,0.470219,0.132310,-0.099178,-0.000000,0.441050
0.020000,4.965480,2.749827,0.472845,0.130327,-0.099178,0.000000,0.447376
0.020000,4.967809,2.750953,0.475432,0.128343,-0.099178,0.000000,0.453615
0.020000,4.970095,2.752077,0.477979,0.126360,-0.099178,-0.000000,0.459765
0.020000,4.972338,2.753196,0.480486,0.124376,-0.099178,0.000000,0.465826
0.020000,4.974540,2.754311,0.482954,0.122392,-0.099178,-0.000000,0.471795
0.020000,4.976699,2.755421,0.485382,0.120409,-0.099178,0.000000,0.477672
0.020000,4.978817,2.756525,0.487770,0.118425,-0.099178,-0.000000,0.483456
0.020000,4.980894,2.757622,0.490119,0.116442,-0.099178,0.000000,0.489144
0.020000,4.982929,2.758713,0.492428,0.114458,-0.099178,0.000000,0.494738
0.020000,4.984923,2.759796,0.494697,0.112475,-0.099178,0.000000,0.500235
0.020000,4.986877,2.760871,0.496927,0.110491,-0.099178,-0.000000,0.505635
0.020000,4.988790,2.761937,0.499117,0.108507,-0.099178,0.000000,0.510937
0.020000,4.990663,2.762993,0.501267,0.106524,-0.099178,-0.000000,0.516141
0.020000,4.992496,2.764039,0.503378,0.104540,-0.099178,0.000000,0.521246
0.020000,4.994289,2.765075,0.505449,0.102557,-0.099178,-0.000000,0.526252
0.020000,4.996043,2.766100,0.507480,0.100573,-0.099178,0.000000,0.531158
0.020000,4.997758,2.767113,0.509472,0.098590,-0.099178,-0.000000,0.535964
0.020000,4.999434,2.768113,0.511424,0.096606,-0.099178,0.000000,0.540670
0.020000,5.001071,2.769101,0.513336,0.094623,-0.099178,-0.000000,0.545275
0.020000,5.002670,2.770076,0.515209,0.092639,-0.099178,0.000000,0.549781
0.020000,5.004231,2.771037,0.517042,0.090655,-0.099178,0.000000,0.554185
0.020000,5.005753,2.771984,0.518835,0.088672,-0.099178,0.000000,0.558489
0.020000,5.007239,2.772917,0.520589,0.086688,-0.099178,-0.000000,0.562692
0.020000,5.008686,2.773834,0.522302,0.084705,-0.099178,0.000000,0.566795
0.020000,5.010097,2.774736,0.523977,0.082721,-0.099178,-0.000000,0.570797
0.020000,5.011471,2.775622,0.525611,0.080738,-0.099178,0.000000,0.574699
0.020000,5.012808,2.776491,0.527206,0.078754,-0.099178,0.000000,0.578500
0.020000,5.014108,2.777344,0.528761,0.076770,-0.099178,0.000000,0.582202
0.020000,5.015373,2.778180,0.530277,0.074787,-0.099178,-0.000000,0.585804
0.020000,5.016601,2.778998,0.531753,0.072803,-0.099178,0.000000,0.589306
0.020000,5.017794,2.779798,0.533189,0.070820,-0.099178,-0.000000,0.592709
0.020000,5.018951,2.780580,0.534586,0.068836,-0.099178,0.000000,0.596013
0.020000,5.020073,2.781344,0.535943,0.066853,-0.099178,0.000000,0.599218
0.020000,5.021159,2.782088,0.537260,0.064869,-0.099178,0.000000,0.602325
0.020000,5.022211,2.782814,0.538537,0.062885,-0.099178,-0.000000,0.605334
0.020000,5.023228,2.783519,0.539775,0.060902,-0.099178,0.000000,0.608244
0.020000,5.024210,2.784205,0.540973,0.058918,-0.099178,0.000000,0.611057
0.020000,5.025158,2.784871,0.542132,0.056935,-0.099178,-0.000000,0.613773
0.020000,5.026072,2.785517,0.543251,0.054951,-0.099178,-0.000000,0.616393
0.020000,5.026952,2.786142,0.544330,0.052968,-0.099178,0.000000,0.618915
0.020000,5.027797,2.786746,0.545370,0.050984,-0.099178,-0.000000,0.621342
0.020000,5.028610,2.787329,0.546369,0.049000,-0.099178,-0.000000,0.623673
0.020000,5.029389,2.787891,0.547330,0.047048,-0.097598,0.079032,0.625908
0.020000,5.030135,2.788432,0.548252,0.045136,-0.095614,0.099178,0.628052
0.020000,5.030850,2.788952,0.549136,0.043264,-0.093631,0.099178,0.630104
0.020000,5.031534,2.789452,0.549983,0.041431,-0.091647,0.099178,0.632068
0.020000,5.032188,2.789931,0.550793,0.039637,-0.089664,0.099178,0.633946
0.020000,5.032812,2.790391,0.551569,0.037884,-0.087680,0.099178,0.635739
0.020000,5.033407,2.790831,0.552309,0.036170,-0.085696,0.099178,0.637450
0.020000,5.033975,2.791252,0.553016,0.034496,-0.083713,0.099178,0.639081
0.020000,5.034515,2.791654,0.553689,0.032861,-0.081729,0.099178,0.640635
0.020000,5.035029,2.792038,0.554331,0.031266,-0.079746,0.099178,0.642112
0.020000,5.035517,2.792404,0.554940,0.029711,-0.077762,0.099178,0.643515
0.020000,5.035980,2.792751,0.555519,0.028195,-0.075779,0.099178,0.644846
0.020000,5.036419,2.793082,0.556069,0.026719,-0.073795,0.099178,0.646108
0.020000,5.036834,2.793395,0.556589,0.025283,-0.071811,0.099178,0.647301
0.020000,5.037226,2.793692,0.557080,0.023887,-0.069828,0.099178,0.648429
0.020000,5.037595,2.793972,0.557544,0.022530,-0.067844,0.099178,0.649493
0.020000,5.037944,2.794237,0.557982,0.021212,-0.065861,0.099178,0.650494
0.020000,5.038271,2.794486,0.558393,0.019935,-0.063877,0.099178,0.651436
0.020000,5.038578,2.794721,0.558780,0.018697,-0.061894,0.099178,0.652319
0.020000,5.038866,2.794941,0.559142,0.017499,-0.059910,0.099178,0.653146
